"ID","Name","Owner","People","Open deals","Organization created","Update time","Visible to","Next activity date","Last activity date","Won deals","Lost deals","Closed deals","Total activities","Done activities","Activities to do","Email messages count","Profile picture","Labels","Website","LinkedIn profile","Industry","Annual revenue","Number of employees","Horizontal","Verticals","Website ","Linked In","Case Studies ","Address","Latitude of Address","Longitude of Address","Apartment/suite no of Address","House number of Address","Street/road name of Address","District/sublocality of Address","City/town/village/locality of Address","State/county of Address","Region of Address","Country of Address","ZIP/Postal code of Address","Full/combined address of Address","Label"
"828","SoundCommerce","Paul","1","0","2023-12-06 23:23:41","2024-11-18 21:59:29","All users","","2024-05-27","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"829","Harness","Paul","1","0","2023-12-06 23:24:06","2024-11-18 21:59:29","All users","","2024-05-27","0","0","0","3","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"832","Infinite Computer Solutions","Paul","1","1","2023-12-18 00:08:50","2023-12-18 00:08:50","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"833","Costco Wholesale","Paul","0","3","2023-12-18 01:49:36","2025-09-16 13:33:35","All users","2024-08-07","2025-07-18","0","0","0","8","6","2","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"834","Center","Paul","0","0","2023-12-18 01:54:00","2024-11-18 21:59:29","All users","","2024-06-17","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"835","Lighthouse","Paul","1","1","2023-12-18 01:57:12","2023-12-18 01:57:12","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"836","Joseph Sedmak","Paul","1","1","2023-12-18 01:58:31","2023-12-18 01:58:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"838","UpBound","Paul","1","1","2023-12-18 02:08:13","2023-12-18 02:08:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"839","Russell Investments","Paul","1","2","2023-12-18 02:15:47","2023-12-18 02:15:56","All users","2024-05-09","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"840","TEEMA","Paul","1","0","2023-12-18 02:20:33","2025-04-07 16:47:23","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"841","Mason","Paul","1","1","2023-12-18 03:28:24","2023-12-18 03:28:25","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"842","Dremio","Paul","1","1","2023-12-18 03:29:43","2023-12-18 03:29:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"843","FTI","Jason Williams","1","0","2023-12-18 18:16:44","2024-08-05 17:27:24","All users","2024-05-29","2024-04-29","0","1","1","4","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"844","Astonish Entertainment","Paul","1","0","2023-12-18 20:02:24","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"849","SESI","Dan Kearney","2","2","2024-01-08 20:36:54","2025-03-19 15:45:15","All users","","2024-06-04","0","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"850","SaaS e Solutions, LLC","Dan Kearney","1","0","2024-01-08 20:38:00","2025-04-07 16:51:44","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"853","Amplify Consulting","Dan Kearney","1","2","2024-01-08 20:39:41","2024-10-28 16:10:12","All users","","2024-05-01","0","1","1","4","4","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"854","Uber","Dan Kearney","1","0","2024-01-08 20:42:32","2025-04-07 16:51:37","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"855","AB recruiting","Dan Kearney","1","0","2024-01-08 20:43:57","2025-04-29 14:15:54","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"857","Universal / Comcast / NBC","Dan Kearney","1","2","2024-01-08 20:50:37","2025-04-07 16:45:11","All users","2025-04-07","2025-03-24","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"858","BetMGM","Dan Kearney","1","0","2024-01-08 20:50:51","2025-04-07 16:51:58","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"859","Boar's Head","Dan Kearney","1","0","2024-01-08 20:52:20","2025-04-07 16:52:05","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"860","Philips","Dan Kearney","1","0","2024-01-08 20:53:22","2024-04-08 18:18:57","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"862","Mediatek","Dan Kearney","1","1","2024-01-08 20:55:28","2024-01-08 20:55:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"863","Bill and Melynda Gates Foundation","Dan Kearney","1","1","2024-01-08 20:56:21","2024-01-29 21:05:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"865","Fontainebleau","Dan Kearney","1","0","2024-01-08 21:00:19","2025-04-07 16:46:36","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"866","CDW","Lisa Haldeman","1","0","2024-01-08 21:51:06","2025-01-18 00:03:42","All users","2024-12-20","2024-01-22","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"867","Partners Group","Jason Williams","1","0","2024-01-08 21:59:58","2024-12-10 14:21:37","All users","2024-12-02","2024-10-25","0","1","1","4","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"868","RedPeg","Jason Williams","1","1","2024-01-09 13:43:19","2024-07-29 17:56:51","All users","2024-07-31","2024-04-11","0","1","1","5","3","2","36","","","","","","","","","","https://redpeg.com/","","","","","","","","","","","","","","","",""
"869","Signal","Nick Haddow","2","1","2024-01-15 19:29:53","2024-03-30 00:16:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870","Mattress Depot","Nick Haddow","0","0","2024-01-15 19:33:55","2024-01-15 19:33:56","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"871","Bloomberg","Paul","0","1","2024-01-15 21:16:37","2024-01-22 21:42:36","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"873","Optum","Nick Haddow","3","1","2024-01-15 22:52:44","2024-11-25 18:23:28","All users","2024-08-19","2024-05-27","0","2","2","7","6","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876","Intelycare","Nick Haddow","0","0","2024-01-22 19:16:17","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"877","Arena Sports","Nick Haddow","0","0","2024-01-22 19:19:10","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"878","Diono","Nick Haddow","0","0","2024-01-22 19:32:02","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"879","WWE","Nick Haddow","0","1","2024-01-22 19:42:41","2024-01-22 19:42:41","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"880","6 AM Media","Nick Haddow","0","0","2024-01-22 19:43:09","2024-10-21 20:46:21","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"881","Waterfront Properties","Nick Haddow","0","1","2024-01-22 19:43:31","2024-01-22 19:43:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"882","Iron Egg","Nick Haddow","0","1","2024-01-22 19:44:04","2024-01-22 19:44:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"884","NTWRK","Dan Kearney","1","0","2024-01-22 21:01:34","2025-04-07 16:52:19","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"885","Emerald Talent Group","Dan Kearney","1","0","2024-01-22 21:28:37","2024-03-18 19:44:49","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"887","Go Tech","Dan Kearney","1","0","2024-01-22 21:44:19","2025-04-07 16:46:24","All users","","","0","1","1","0","0","0","0","","","","","","","","","","www.gotech.ai","","","","","","","","","","","","","","","",""
"888","JP Morgan Chase","Nick Haddow","1","1","2024-01-22 21:44:20","2024-01-22 21:44:21","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"889","Turinos","Nick Haddow","1","0","2024-01-22 21:45:13","2025-01-13 18:47:19","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"890","Wordpress","Nick Haddow","1","1","2024-01-22 21:45:56","2024-01-22 21:45:57","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"891","Maximus","Dan Kearney","1","1","2024-01-22 21:46:26","2025-04-07 16:42:09","All users","2025-04-18","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"892","Taco Time","Nick Haddow","0","0","2024-01-29 19:24:06","2024-01-29 19:24:10","All users","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"893","iClips","Nick Haddow","1","1","2024-01-29 19:28:32","2024-01-29 19:28:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"894","Conscious Hospitality Group","Nick Haddow","1","1","2024-01-29 19:29:13","2024-01-29 19:29:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"895","Montana Business Brokerage","Nick Haddow","1","1","2024-01-29 19:30:08","2024-01-29 19:30:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"896","Visa","Dan Kearney","1","1","2024-01-29 20:56:17","2025-04-07 16:44:26","All users","2025-05-02","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"897","SK Produce","Dan Kearney","1","1","2024-01-29 20:57:32","2024-01-29 20:57:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"898","Coltech","Dan Kearney","1","0","2024-01-29 20:58:36","2024-03-18 20:17:49","All users","","","0","1","1","0","0","0","0","","","","","","","","","","www.coltech.io","","","","","","","","","","","","","","","",""
"899","GPS Corp","Dan Kearney","1","0","2024-01-29 20:59:30","2025-04-07 16:40:40","All users","","","0","1","1","0","0","0","0","","","","","","","","","","https://www.gpscorp.biz/","","","","","","","","","","","","","","","",""
"900","Intuit","Dan Kearney","1","0","2024-01-29 21:00:21","2025-04-07 16:47:11","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"901","AECOM","Dan Kearney","1","0","2024-01-29 21:17:45","2025-04-07 16:40:16","All users","","","0","1","1","0","0","0","0","","","","","","","","","","https://aecom.com/careers/","","","","","","","","","","","","","","","",""
"902","Casey's Network","Nick Haddow","1","0","2024-01-29 22:45:11","2024-04-25 00:50:53","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"903","Kanye Capital","Dan Kearney","0","0","2024-01-31 08:33:45","2024-03-18 19:41:36","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"909","Boeing Digital Aviation Solutions","Jason Williams","1","1","2024-02-05 17:51:52","2025-08-20 14:21:45","All users","2024-08-30","2025-05-23","4","2","6","18","14","4","50","","","","","","","","","","https://ww2.jeppesen.com/digital-aviation-analytics/","","","","","","","","","","","","","","","",""
"910","Woodinville Wine Country","Nick Haddow","0","1","2024-02-05 19:38:40","2024-02-05 19:38:41","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"911","Trugility","Dan Kearney","1","0","2024-02-05 20:44:09","2025-04-07 16:52:34","All users","2025-01-14","2024-05-20","1","2","3","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"912","Chameleon Technologies","Dan Kearney","1","1","2024-02-05 20:46:33","2024-05-13 19:53:55","All users","","2024-04-23","0","3","3","3","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"913","H2R-Solutions, LLC","Dan Kearney","1","1","2024-02-05 20:49:00","2024-02-05 20:49:00","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.h2r-solutions.com/","","","","","","","","","","","","","","","",""
"915","Vega Consulting","Dan Kearney","1","0","2024-02-05 20:51:56","2024-06-10 18:42:37","All users","","","0","1","1","0","0","0","0","","","","","","","","","","https://www.vegaconsulting.com/","","","","","","","","","","","","","","","",""
"916","Launch / 110 / MSFT","Dan Kearney","1","0","2024-02-05 20:53:00","2024-06-10 18:41:59","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"917","GPS Strategic Advisors","Dan Kearney","1","1","2024-02-05 20:55:14","2024-02-05 20:55:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.gpscorp.biz/","","","","","","","","","","","","","","","",""
"918","Wise Villa Winery","Dan Kearney","1","0","2024-02-05 20:57:31","2024-02-05 20:58:06","All users","","","0","1","1","0","0","0","0","","","","","","","","","","https://www.linkedin.com/company/wise-villa-winery-llc/","","","","","","","","","","","","","","","",""
"941","Orion Fleet Intelligence","Nick Haddow","2","1","2024-02-26 22:19:48","2025-09-03 16:44:15","All users","2025-04-30","2025-04-18","2","1","3","19","17","2","29","","","","","","","","","","","","","","","","","","","","","","","","","",""
"942","IUNU","Dan Kearney","1","0","2024-02-28 15:35:05","2024-11-25 21:17:53","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"946","independent","Dan Kearney","11","0","2024-02-28 15:40:27","2025-04-29 14:15:41","All users","","","0","5","5","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"950","Friesen Group","Dan Kearney","1","0","2024-02-28 16:30:11","2024-06-10 20:17:54","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"951","CO / WY Climate Engine","Jason Williams","1","0","2024-02-29 20:09:51","2024-12-10 14:21:25","All users","2024-12-02","2024-10-25","0","1","1","7","6","1","0","","","","","","","","","","https://www.co-wyengine.org/","","","","","","","","","","","","","","","",""
"952","Alta Source","Dan Kearney","1","0","2024-02-29 20:12:37","2024-04-08 19:51:17","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"953","Orion","Jason Williams","1","0","2024-03-04 22:43:14","2024-04-18 15:56:43","All users","","","1","0","1","0","0","0","0","","","","","","","","","","orionfi.com","","","","","","","","","","","","","","","",""
"954","ExperCeption","Nick Haddow","1","0","2024-03-04 22:56:37","2024-04-29 20:49:37","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"955","BEL Capital Advisory","Jason Williams","1","0","2024-03-18 14:11:27","2024-04-02 15:27:35","All users","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"957","Vivid","Dan Kearney","1","0","2024-03-18 19:46:52","2025-04-07 15:24:53","All users","","","2","0","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"958","FERC","Dan Kearney","1","0","2024-03-18 20:19:13","2024-03-18 20:19:13","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"959","Apres Health","Nick Haddow","0","1","2024-03-25 19:28:13","2024-05-13 21:35:44","All users","2024-10-01","2024-05-06","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"960","PushPay","Nick Haddow","1","1","2024-03-25 19:28:28","2024-10-21 20:29:19","All users","2024-07-01","2024-05-24","0","0","0","2","1","1","0","","Belief","","","","","","","","","","","","","","","","","","","","","","","","Belief"
"961","Lululemon","Nick Haddow","1","1","2024-03-25 19:31:58","2024-10-21 20:29:03","All users","2024-06-11","2024-05-16","0","0","0","4","3","1","0","","Elevation Consulting","","","","","","","","","","","","","","","","","","","","","","","","Elevation Consulting"
"962","Snap HOA","Nick Haddow","0","1","2024-03-25 19:34:21","2024-06-24 21:15:32","All users","2024-07-08","2024-06-30","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"963","Formula Advisors","Nick Haddow","0","0","2024-03-25 19:51:48","2024-03-25 19:51:57","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"964","Pallador","Nick Haddow","0","0","2024-03-26 15:52:52","2024-03-26 15:55:49","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"965","Pivotal","Nick Haddow","0","0","2024-03-26 15:54:16","2024-03-26 15:57:36","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"966","Canviz Consulting","Nick Haddow","0","1","2024-03-26 15:54:41","2024-04-30 22:06:57","All users","2024-06-03","2024-04-17","0","0","0","2","1","1","0","","","","","","","","","","https://canviz.com/","","","","","","","","","","","","","","","",""
"967","Palador","Nick Haddow","1","1","2024-03-26 15:55:49","2024-06-25 18:59:07","All users","","2024-06-07","0","0","0","3","3","0","0","","","","","","","","","","https://www.palador.com/","","","","","","","","","","","","","","","",""
"968","Pivotal Consulting","Nick Haddow","1","1","2024-03-26 15:57:35","2024-03-26 19:27:58","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.pivotalconsults.com/","","","","","","","","","","","","","","","",""
"969","Forum Solutions","Nick Haddow","1","1","2024-03-26 15:59:56","2024-10-21 20:30:36","All users","2024-05-03","2024-04-23","0","0","0","5","4","1","0","","","","","","","","","","https://www.forumsolutionsllc.com/","","","","","","","","","","","","","","","",""
"970","SSNW, LLC","Paul","2","1","2024-03-26 17:05:59","2024-07-22 23:50:08","All users","2024-07-26","2024-06-28","0","0","0","9","8","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"971","Base 1","Paul","1","2","2024-03-26 17:07:34","2024-10-21 20:30:47","All users","2024-08-07","2024-08-06","0","0","0","10","8","2","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"972","Boundree","Paul","1","1","2024-03-26 17:07:55","2024-10-21 20:30:53","All users","","2024-04-23","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"973","Proliance Consulting","Paul","1","2","2024-03-26 17:08:17","2024-10-28 16:09:46","All users","","2024-07-24","0","0","0","3","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"974","Fresh Consulting","Paul","1","1","2024-03-26 17:11:51","2024-03-26 19:03:36","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.freshconsulting.com/","","","","","","","","","","","","","","","",""
"975","Troy Consulting","Paul","1","1","2024-03-26 17:14:01","2024-03-26 19:02:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"976","Lions & Tigers","Paul","1","1","2024-03-26 17:14:56","2024-04-10 23:59:48","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"977","RedCloud Consulting","Paul","2","1","2024-03-26 17:16:27","2024-10-28 16:05:14","All users","2024-06-03","2024-05-08","0","1","1","5","3","2","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"978","JeffreyM Consulting","Paul","1","1","2024-03-26 17:19:22","2024-05-21 00:10:36","All users","","2024-05-17","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"979","AG Consulting","Paul","1","1","2024-03-26 17:22:25","2024-06-20 21:53:24","All users","2024-07-01","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"980","Akvelon","Paul","1","1","2024-03-26 17:24:50","2024-06-04 17:50:24","All users","","2024-05-06","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"981","Strategic Solutions NW","Nick Haddow","0","0","2024-03-26 17:25:50","2024-03-26 17:58:17","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.ssnwllc.com/","","","","","","","","","","","","","","","",""
"982","Lovelytics","Nick Haddow","1","1","2024-03-26 18:20:40","2024-03-26 18:21:37","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://lovelytics.com/","","","","","","","","","","","","","","","",""
"986","Canviz","Paul","1","0","2024-03-26 19:23:36","2024-03-26 19:23:36","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"987","NVIDIA","Dan Kearney","1","0","2024-04-01 20:02:07","2024-04-01 20:02:07","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"988","Microsoft","Dan Kearney","62","32","2024-04-01 20:46:38","2025-07-23 16:40:35","All users","2024-05-24","2025-05-30","15","14","29","86","39","47","28","","","","","","","","Software Development","ONE OF TOP COMPANIES","https://news.microsoft.com/source/","https://www.linkedin.com/company/microsoft/","","","","","","","","","","","","","","",""
"989","Paul Kim","Nick Haddow","0","0","2024-04-01 21:49:29","2025-04-07 15:24:53","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","Amazon AWS","Nick Haddow","2","0","2024-04-01 21:49:29","2025-04-11 16:41:41","All users","2025-04-15","","0","1","1","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"991","Modernize","Paul","1","2","2024-04-04 00:32:49","2024-08-09 22:38:16","All users","2024-07-01","2024-07-24","0","0","0","5","4","1","0","","","","","","","","","","https://www.modernize.io","","","","","","","","","","","","","","","",""
"992","Penrose","Paul","1","1","2024-04-05 20:09:21","2024-06-20 19:30:08","All users","2024-07-01","","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"993","'-","Paul","1","0","2024-04-05 22:23:42","2024-08-15 18:31:07","All users","2024-07-24","2024-05-31","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"994","GrandMasters","Paul","1","0","2024-04-05 22:26:43","2024-08-19 21:57:08","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"995","Interplay","Paul","1","0","2024-04-05 22:29:08","2024-07-18 21:03:51","All users","","","0","0","0","0","0","0","0","","X","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","X"
"996","Intrinsic","Paul","1","0","2024-04-05 22:30:50","2024-08-19 21:07:37","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"997","CueMed Inc","Paul","1","0","2024-04-05 22:32:20","2024-08-19 21:32:58","All users","","2024-07-22","0","0","0","1","1","0","0","","X","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","X"
"998","Pathwise Leadership","Paul","1","0","2024-04-05 22:33:46","2024-08-19 21:56:55","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"999","Casaba Security","Paul","1","0","2024-04-05 22:34:44","2024-08-19 22:08:40","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1000","Bluehawk Consulting","Paul","1","0","2024-04-05 22:35:46","2024-08-19 22:21:16","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1001","Zeevo Group","Paul","1","0","2024-04-05 22:36:52","2024-08-19 20:39:15","All users","","2024-08-05","0","0","0","1","1","0","0","","Moneyball","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Moneyball"
"1002","Plateau Software, Inc","Paul","1","0","2024-04-05 22:38:28","2024-08-19 21:21:01","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1003","Moodys Northwest Consulting","Paul","1","0","2024-04-05 22:41:16","2024-08-19 21:51:42","All users","","","0","0","0","0","0","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1004","Cloud IQ Technologies","Paul","1","0","2024-04-05 22:51:44","2024-07-18 20:44:35","All users","","","0","0","0","0","0","0","0","","X","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","X"
"1005","FusionTek","Paul","1","0","2024-04-05 22:52:46","2024-08-19 22:00:48","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1007","Plaster Group, LLC","Paul","1","0","2024-04-05 22:57:47","2024-08-19 22:23:15","All users","","2024-07-22","0","0","0","3","3","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1008","Prime 8 Consulting","Paul","1","1","2024-04-05 22:58:50","2024-06-20 19:42:11","All users","2024-07-01","2024-05-31","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1009","Hanson Consulting Group","Paul","1","0","2024-04-05 22:59:51","2024-08-19 21:09:24","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1010","Olive + Goose","Paul","1","1","2024-04-05 23:00:57","2024-09-16 15:40:50","All users","2024-09-20","2024-08-07","0","0","0","5","3","2","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1011","Formos","Paul","1","0","2024-04-05 23:02:38","2024-08-19 21:52:38","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1012","BrickRed Systems","Paul","1","0","2024-04-05 23:04:09","2024-08-19 22:18:57","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
"1013","Firebrand Analytics","Paul","1","1","2024-04-05 23:34:44","2024-06-04 17:58:55","All users","2024-05-22","2024-05-15","0","0","0","6","4","2","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1014","Tampa Bay Wave","Paul","1","0","2024-04-05 23:49:00","2024-04-09 15:51:52","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1015","Insight","Paul","1","1","2024-04-08 17:54:19","2024-08-06 20:35:49","All users","2024-08-08","2024-05-27","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1016","MOD Pizza","Nick Haddow","0","1","2024-04-08 20:43:46","2024-10-21 19:41:44","All users","2024-06-10","","0","0","0","2","0","2","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1017","Slalom","Nick Haddow","0","0","2024-04-08 21:41:12","2024-06-03 21:15:23","All users","2024-05-28","2024-05-08","0","1","1","3","2","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1018","Corezi","Paul","1","0","2024-04-09 02:20:23","2024-08-19 22:10:46","All users","","2024-07-22","0","0","0","1","1","0","0","","Group 1","","","","","","","","","","","Washington, USA","","","","","","","","","","","","","Group 1"
